CustomerID,Recency,Frequency,Monetary,Cluster,Persona,Persona_Description
12395,18,11,3018.63,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12397,35,2,2409.9,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12398,45,1,1635.66,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12399,118,4,1108.65,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12401,302,1,84.3,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12402,322,1,225.6,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12403,49,1,427.7,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12405,148,1,1710.39,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12406,21,2,3415.3,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12407,49,5,1708.12,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12408,32,5,2888.55,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12409,78,3,3691.769999999999,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12410,308,2,693.3299999999999,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12412,74,3,1226.88,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12413,66,3,758.1,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12414,216,3,562.41,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12415,23,11,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12417,2,9,3649.1,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12418,112,1,668.58,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12420,63,1,600.39,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12421,15,4,807.04,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12422,95,3,803.5600000000001,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12423,0,8,1859.31,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12424,162,2,1760.96,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12425,77,1,777.2,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12426,194,1,582.73,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12427,21,3,825.8,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12428,25,9,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12429,8,4,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12430,42,1,256.4,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12431,35,11,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12432,42,5,3691.769999999999,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12433,0,7,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12434,84,2,806.14,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12435,79,2,3691.769999999999,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12436,99,1,509.01,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12437,1,11,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12438,13,2,2906.85,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12441,327,1,173.55,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12442,2,1,172.06,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
12444,20,5,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12445,21,1,133.4,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
12446,57,1,1002.31,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12447,242,1,476.49,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12448,43,1,449.45,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
12449,21,4,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12450,155,2,197.88,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12451,10,5,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12452,16,2,430.57,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
12453,133,1,707.09,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12454,55,1,3528.34,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12455,72,6,2466.86,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12456,43,3,3181.04,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12457,65,7,2363.23,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12458,70,2,947.4,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12461,93,2,826.88,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12462,18,2,1189.59,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
12463,52,4,1344.78,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12464,9,8,1212.05,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12465,16,2,742.1899999999999,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
12468,187,2,729.5400000000001,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12471,1,11,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12472,31,7,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12473,28,5,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12474,16,11,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12475,53,1,723.38,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
12476,15,11,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12477,22,6,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12478,3,1,680.99,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
12479,10,1,527.2,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
12480,27,4,3281.63,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12481,22,10,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12483,16,8,2484.98,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12484,32,6,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12488,9,3,1298.66,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
12489,327,1,334.93,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12490,4,10,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12491,38,1,460.4,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
12492,62,2,263.21000000000004,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12493,165,2,433.74,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12494,15,7,1246.1,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12497,81,1,1043.1,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12498,20,3,403.7000000000001,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
12500,22,11,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12501,327,1,2169.39,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12502,95,5,3691.769999999999,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12504,17,2,482.0499999999999,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
12506,232,1,73.5,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12507,133,3,1304.81,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12508,25,2,397.88,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
12509,283,1,176.5,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12510,142,2,982.57,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12512,65,2,132.18,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12513,112,1,612.29,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12514,266,1,1017.68,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12515,327,1,383.7,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12516,77,2,1312.06,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12517,27,5,2481.6,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12518,0,5,2056.89,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12519,63,1,330.84,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12520,78,5,2634.26,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12521,142,1,599.68,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12522,38,2,192.72,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
12523,18,11,1789.77,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12524,8,8,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12526,0,3,1316.66,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12527,81,3,348.71000000000004,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12528,8,6,1933.48,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12530,59,4,1662.28,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12531,14,1,125.22,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
12532,29,1,349.83000000000004,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
12534,130,1,1089.18,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12535,91,2,716.35,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12536,42,3,3691.769999999999,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12538,28,1,363.95,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
12539,21,4,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12540,19,11,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12541,29,3,981.18,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12544,35,1,372.7,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
12545,74,2,1000.39,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12546,46,2,1161.5,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12547,197,2,207.8,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12548,165,1,95.2,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12550,78,1,964.83,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12551,327,1,168.0,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12552,38,2,437.82,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
12553,7,10,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12556,49,2,599.56,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12557,15,5,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12558,7,1,269.96,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
12559,310,2,561.71,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12560,4,3,2134.01,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12561,302,1,238.85,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12562,7,7,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12564,260,1,456.9,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12565,288,1,145.92,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12566,85,1,351.65,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12567,22,10,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12569,1,11,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12571,39,2,519.61,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
12572,8,2,1020.42,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
12573,226,1,160.54000000000002,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12574,315,1,218.45,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12576,35,5,1315.83,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12577,34,3,626.6,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12578,20,2,2794.51,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12579,77,1,440.42,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12580,246,1,415.7,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12581,39,1,197.71,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12582,238,2,511.36,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12583,2,11,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12584,3,9,2338.15,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12585,233,2,2040.1,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12586,16,1,196.94000000000003,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
12587,7,1,144.0,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
12588,38,1,214.9,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12589,28,2,646.68,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
12590,210,2,3691.769999999999,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12591,316,1,452.85,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12592,91,2,437.6,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12593,108,3,418.1,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12594,37,10,3338.2200000000003,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12596,50,2,618.27,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12597,18,4,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12598,9,8,3023.08,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12599,28,7,1032.58,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12600,28,10,2599.04,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12601,189,5,577.0600000000001,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12602,58,1,153.12,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12603,21,1,739.1999999999999,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
12604,78,2,254.18,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12607,59,1,1579.51,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12609,77,3,1126.85,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12610,22,5,2099.54,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12611,51,1,1193.32,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12612,73,1,704.0400000000001,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12613,56,5,3344.38,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12614,277,1,315.6,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12615,1,4,2291.19,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12616,94,2,713.3,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12617,28,1,352.98,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
12618,21,1,177.31,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
12619,15,9,3641.24,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12620,14,3,1339.41,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12621,1,11,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12622,231,1,180.1,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12623,275,1,305.1,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12624,105,2,641.13,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12625,211,2,2683.82,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12626,22,9,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12627,10,7,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12628,3,3,786.46,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
12630,9,2,1270.88,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
12631,56,1,640.5,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12633,58,4,2163.98,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12635,89,2,1689.18,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12637,66,8,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12638,32,1,671.69,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
12639,238,1,486.1,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12640,23,3,1174.58,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12641,114,1,185.9,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12642,24,3,1013.26,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12643,127,6,3344.64,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12644,129,1,477.91,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12645,33,4,1775.18,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12646,4,2,1346.97,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
12647,21,11,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12648,154,1,318.05,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12649,106,3,623.51,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12650,2,1,314.44,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
12651,327,1,114.0,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12652,327,1,919.98,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12653,148,2,2209.85,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12654,10,5,601.98,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
12656,16,5,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12657,10,4,1643.18,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12658,18,1,686.05,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
12659,29,1,91.68,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12660,10,1,245.1,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
12662,0,11,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12664,7,9,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12665,324,1,63.0,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12667,57,1,620.13,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12668,11,4,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12669,150,3,2744.0299999999997,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12670,9,5,2996.05,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12672,327,1,225.9,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12673,4,2,610.52,0,Khách hàng tiềm năng,Chưa có mô tả do lỗi kết nối AI.
12674,38,4,1970.6,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12676,24,6,1331.39,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12678,41,11,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12679,58,4,1113.02,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12680,0,4,862.81,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12681,14,11,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12682,3,11,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12683,3,11,3691.769999999999,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12684,7,7,2283.63,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12685,27,6,2863.08,3,Khách hàng VIP (Champions),Chưa có mô tả do lỗi kết nối AI.
12686,327,1,89.14,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
12688,113,1,3691.769999999999,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12689,25,2,1247.61,2,Khách hàng trung thành,Chưa có mô tả do lỗi kết nối AI.
12690,205,1,389.01,1,Khách hàng cần chăm sóc,Chưa có mô tả do lỗi kết nối AI.
